waktu,text_asli,terjemahan,negara,akun,clean,normal,tokens,stem,final_text,skor,label,punya_emoji,label_sebelum_sarkas
2025-01-04T21:57:33.000Z,die drinkt toch niemand onderweg op?,"Tidak ada yang meminumnya di jalan, bukan?",Belanda,defanoholwijn,tidak ada yang meminumnya di jalan bukan,tidak ada yang meminumnya di jalan bukan,"['meminumnya', 'jalan', 'bukan']","['minum', 'jalan', 'bukan']",minum jalan bukan,-6,negatif,FALSE,negatif
2025-01-04T17:37:45.000Z,Voor dat ik klaar ben met drinken pak je me fles al 😔,"Sebelum saya selesai minum, ambil botol saya 😔",Belanda,defanoholwijn,sebelum saya selesai minum ambil botol saya,sebelum saya selesai minum ambil botol saya,"['selesai', 'minum', 'ambil', 'botol']","['selesai', 'minum', 'ambil', 'botol']",selesai minum ambil botol,-6,negatif,TRUE,negatif
2025-01-05T14:57:42.000Z,1 euro per fles he. is zo gebeurd,1 euro per botol. terjadi dalam waktu singkat,Belanda,defanoholwijn,euro per botol terjadi dalam waktu singkat,euro per botol terjadi dalam waktu singkat,"['euro', 'per', 'botol', 'terjadi', 'waktu', 'singkat']","['euro', 'per', 'botol', 'jadi', 'waktu', 'singkat']",euro per botol jadi waktu singkat,-2,negatif,FALSE,negatif
2025-01-05T12:51:12.000Z,"zeker, maar dat levert op?😏","tentu, tapi itu membuahkan hasil?😏",Belanda,defanoholwijn,tentu tapi itu membuahkan hasil,tentu tapi itu membuahkan hasil,"['membuahkan', 'hasil']","['buah', 'hasil']",buah hasil,5,negatif,TRUE,positif
2025-01-04T23:00:02.000Z,je moet gewoon die lege sinasappelsappen flessen pakken,Anda hanya perlu mengambil botol jus jeruk kosong itu,Belanda,defanoholwijn,anda hanya perlu mengambil botol jus jeruk kosong itu,anda hanya perlu mengambil botol jus jeruk kosong itu,"['perlu', 'mengambil', 'botol', 'jus', 'jeruk', 'kosong']","['perlu', 'ambil', 'botol', 'jus', 'jeruk', 'kosong']",perlu ambil botol jus jeruk kosong,-7,negatif,FALSE,negatif
2025-01-04T19:30:45.000Z,ja is het gewoon waard hoor,"ya, itu sangat berharga",Belanda,defanoholwijn,ya itu sangat berharga,ya itu sangat berharga,"['sangat', 'berharga']","['sangat', 'harga']",sangat harga,6,positif,FALSE,positif
2025-01-04T19:30:21.000Z,Hahahhaha dat is mijn vorm van inkomen dan 😂😂,Hahahhaha itu bentuk penghasilanku kalau begitu 😂😂,Belanda,defanoholwijn,hahahhaha itu bentuk penghasilanku kalau begitu,hahahhaha itu bentuk penghasilanku kalau begitu,"['hahahhaha', 'bentuk', 'penghasilanku', 'kalau']","['hahahhaha', 'bentuk', 'hasil', 'kalau']",hahahhaha bentuk hasil kalau,6,positif,TRUE,positif
2025-01-04T19:17:48.000Z,ja toch? dat is mijn vorm van demonstratie en dat is legaal,ya benar? itu bentuk demonstrasi saya dan sah,Belanda,defanoholwijn,ya benar itu bentuk demonstrasi saya dan sah,ya benar itu bentuk demonstrasi saya dan sah,"['benar', 'bentuk', 'demonstrasi', 'sah']","['benar', 'bentuk', 'demonstrasi', 'sah']",benar bentuk demonstrasi sah,3,positif,FALSE,positif
2025-01-04T19:13:23.000Z,😂😂 neem me mee,😂😂 ajak aku bersamamu,Belanda,defanoholwijn,ajak aku bersamamu,ajak aku bersamamu,"['ajak', 'aku', 'bersamamu']","['ajak', 'aku', 'sama']",ajak aku sama,6,positif,TRUE,positif
2025-01-04T18:07:52.000Z,ik ga miljonair worden bij elke winkel 10 flessen erin heb je zo 100 eu bij elkaar,"Saya akan menjadi jutawan di setiap toko, 10 botol di dalamnya dan Anda akan mendapat 100 euro bersama-sama",Belanda,defanoholwijn,saya akan menjadi jutawan di setiap toko botol di dalamnya dan anda akan mendapat euro bersama sama,saya akan menjadi jutawan di setiap toko botol di dalamnya dan anda akan mendapat euro bersama sama,"['menjadi', 'jutawan', 'toko', 'botol', 'dalamnya', 'mendapat', 'euro', 'bersama', 'sama']","['jadi', 'jutawan', 'toko', 'botol', 'dalam', 'dapat', 'euro', 'sama', 'sama']",jadi jutawan toko botol dalam dapat euro sama sama,12,positif,FALSE,positif
2025-01-04T17:07:58.000Z,Hahhah t kan wel heb t geprobeerd 😩😂maar dan moet niemand t zien,"Hahhah itu mungkin, saya mencobanya 😩😂tapi kemudian tidak ada yang melihatnya",Belanda,defanoholwijn,hahhah itu mungkin saya mencobanya tapi kemudian tidak ada yang melihatnya,hahhah itu mungkin saya mencobanya tapi kemudian tidak ada yang melihatnya,"['hahhah', 'mungkin', 'mencobanya', 'kemudian', 'melihatnya']","['hahhah', 'mungkin', 'coba', 'kemudian', 'lihat']",hahhah mungkin coba kemudian lihat,4,positif,TRUE,positif
2025-01-05T11:09:26.000Z,Dat moeten we al dat heet belasting,"Kita sudah harus melakukan itu, namanya pajak",Belanda,defanoholwijn,kita sudah harus melakukan itu namanya pajak,kita sudah harus melakukan itu namanya pajak,"['melakukan', 'namanya', 'pajak']","['laku', 'nama', 'pajak']",laku nama pajak,-3,negatif,FALSE,negatif
2025-01-04T16:35:13.000Z,Ik word rijk,Saya menjadi kaya,Belanda,defanoholwijn,saya menjadi kaya,saya menjadi kaya,"['menjadi', 'kaya']","['jadi', 'kaya']",jadi kaya,3,positif,FALSE,positif
2025-01-04T20:25:07.000Z,dat is echt niet okay waarommmmmm😭,itu sungguh tidak oke kenapammmm😭,Belanda,defanoholwijn,itu sungguh tidak oke kenapammmm,itu sungguh tidak oke kenapammmm,"['sungguh', 'oke', 'kenapammmm']","['sungguh', 'oke', 'kenapammmm']",sungguh oke kenapammmm,6,positif,TRUE,positif
2025-01-04T21:50:41.000Z,kan gwn maar dan moeten ze gwn overal van die statiegeld automaten neer zetten dan is t prima,"Itu mungkin, tapi kemudian mereka harus menempatkan mesin deposit itu di mana-mana, maka itu tidak masalah",Belanda,defanoholwijn,itu mungkin tapi kemudian mereka harus menempatkan mesin deposit itu di mana mana maka itu tidak masalah,itu mungkin tapi kemudian mereka harus menempatkan mesin deposit itu di mana mana maka itu tidak masalah,"['mungkin', 'kemudian', 'menempatkan', 'mesin', 'deposit', 'mana', 'mana', 'masalah']","['mungkin', 'kemudian', 'tempat', 'mesin', 'deposit', 'mana', 'mana', 'masalah']",mungkin kemudian tempat mesin deposit mana mana masalah,-8,negatif,FALSE,negatif
2025-01-04T18:00:05.000Z,statiegeld meer dan minimum uurloon per uur😭,menyetor lebih dari upah minimum per jam😭,Belanda,defanoholwijn,menyetor lebih dari upah minimum per jam,menyetor lebih dari upah minimum per jam,"['menyetor', 'lebih', 'upah', 'minimum', 'per', 'jam']","['setor', 'lebih', 'upah', 'minimum', 'per', 'jam']",setor lebih upah minimum per jam,2,positif,TRUE,positif
2025-01-04T15:18:04.000Z,de prijzen stijgen maar ik haal nog steeds 😤,harganya naik tapi saya tetap dapat 😤,Belanda,defanoholwijn,harganya naik tapi saya tetap dapat,harganya naik tapi saya tetap dapat,"['harganya', 'naik', 'tetap']","['harga', 'naik', 'tetap']",harga naik tetap,7,positif,TRUE,positif
2025-01-07T19:06:45.000Z,Dan gooit niemand meer blikjes weg hou zelf 😂😂,"Maka tidak ada lagi yang akan membuang kaleng, simpan sendiri 😂😂",Belanda,defanoholwijn,maka tidak ada lagi yang akan membuang kaleng simpan sendiri,maka tidak ada lagi yang akan membuang kaleng simpan sendiri,"['membuang', 'kaleng', 'simpan', 'sendiri']","['buang', 'kaleng', 'simpan', 'sendiri']",buang kaleng simpan sendiri,-9,negatif,TRUE,negatif
2025-01-08T06:58:18.000Z,maar ik en me maty kunnen nu eindelijk meer geld verdienen,tapi aku dan temanku akhirnya bisa menghasilkan lebih banyak uang sekarang,Belanda,defanoholwijn,tapi aku dan temanku akhirnya bisa menghasilkan lebih banyak uang sekarang,tapi aku dan temanku akhirnya bisa menghasilkan lebih banyak uang sekarang,"['aku', 'temanku', 'akhirnya', 'menghasilkan', 'lebih', 'banyak', 'uang', 'sekarang']","['aku', 'teman', 'akhir', 'hasil', 'lebih', 'banyak', 'uang', 'sekarang']",aku teman akhir hasil lebih banyak uang sekarang,9,positif,FALSE,positif
2025-02-17T18:03:08.000Z,"omdat alsnog behoorlijk wat mensen de statiegeld fles weggooien , en nu zullen ze het wel inleveren",karena masih banyak orang yang membuang botol titipan tersebut dan kini akan mengembalikannya,Belanda,defanoholwijn,karena masih banyak orang yang membuang botol titipan tersebut dan kini akan mengembalikannya,karena masih banyak orang yang membuang botol titipan tersebut dan kini akan mengembalikannya,"['banyak', 'orang', 'membuang', 'botol', 'titipan', 'tersebut', 'kini', 'mengembalikannya']","['banyak', 'orang', 'buang', 'botol', 'titip', 'sebut', 'kini', 'kembali']",banyak orang buang botol titip sebut kini kembali,3,positif,FALSE,positif
2025-02-08T00:14:16.000Z,Gewoon frisdrank boycotten dan zul je zien dat de prijs wel weer zal dalen,Boikot saja minuman ringan dan Anda akan melihat harganya turun lagi,Belanda,defanoholwijn,boikot saja minuman ringan dan anda akan melihat harganya turun lagi,boikot saja minuman ringan dan anda akan melihat harganya turun lagi,"['boikot', 'minuman', 'ringan', 'melihat', 'harganya', 'turun']","['boikot', 'minum', 'ringan', 'lihat', 'harga', 'turun']",boikot minum ringan lihat harga turun,6,positif,FALSE,positif
2025-01-06T11:46:49.000Z,Krijgen we straks illegale handel met statiegeld flessen😎😎😂😂😂,Akankah kita segera melakukan perdagangan ilegal dengan deposit botol😎😎😂😂😂,Belanda,defanoholwijn,akankah kita segera melakukan perdagangan ilegal dengan deposit botol,akankah kita segera melakukan perdagangan ilegal dengan deposit botol,"['akankah', 'segera', 'melakukan', 'perdagangan', 'ilegal', 'deposit', 'botol']","['akan', 'segera', 'laku', 'dagang', 'ilegal', 'deposit', 'botol']",akan segera laku dagang ilegal deposit botol,3,positif,TRUE,positif
2025-03-05T09:25:15.000Z,Gun het de mensen die het zoeken van harte! 💯🙏🏼,Berikan kepada orang yang mencarinya! 💯🙏🏼,Belanda,defanoholwijn,berikan kepada orang yang mencarinya,berikan kepada orang yang mencarinya,"['berikan', 'orang', 'mencarinya']","['ikan', 'orang', 'cari']",ikan orang cari,-3,negatif,TRUE,negatif
2025-01-04T23:27:05.000Z,"Dat is de hele bedoeling ze willen dat mensen minder suiker drinken, maar ze kunnen de suiker tax niet te hoog maken want dan komen mensen in opstand, dus nu statiegeld","Itu intinya, mereka ingin masyarakat minum lebih sedikit gula, tapi mereka tidak bisa menaikkan pajak gula terlalu tinggi karena nanti masyarakat akan memberontak, jadi sekarang deposit",Belanda,defanoholwijn,itu intinya mereka ingin masyarakat minum lebih sedikit gula tapi mereka tidak bisa menaikkan pajak gula terlalu tinggi karena nanti masyarakat akan memberontak jadi sekarang deposit,itu intinya mereka ingin masyarakat minum lebih sedikit gula tapi mereka tidak bisa menaikkan pajak gula terlalu tinggi karena nanti masyarakat akan memberontak jadi sekarang deposit,"['intinya', 'masyarakat', 'minum', 'lebih', 'sedikit', 'gula', 'menaikkan', 'pajak', 'gula', 'terlalu', 'tinggi', 'masyarakat', 'memberontak', 'jadi', 'sekarang', 'deposit']","['inti', 'masyarakat', 'minum', 'lebih', 'sedikit', 'gula', 'naik', 'pajak', 'gula', 'terlalu', 'tinggi', 'masyarakat', 'berontak', 'jadi', 'sekarang', 'deposit']",inti masyarakat minum lebih sedikit gula naik pajak gula terlalu tinggi masyarakat berontak jadi sekarang deposit,-7,negatif,FALSE,negatif
2025-02-04T16:17:08.000Z,mensen gaan winkel overval doen en zeggen gewoon geef me je flessen,orang-orang akan merampok toko dan berkata berikan saja botolmu,Belanda,defanoholwijn,orang orang akan merampok toko dan berkata berikan saja botolmu,orang orang akan merampok toko dan berkata berikan saja botolmu,"['orang', 'orang', 'merampok', 'toko', 'berkata', 'berikan', 'botolmu']","['orang', 'orang', 'rampok', 'toko', 'kata', 'ikan', 'botol']",orang orang rampok toko kata ikan botol,-6,negatif,FALSE,negatif
2025-03-02T03:51:50.000Z,Ik heb liever jou als vice president,Saya lebih suka Anda menjadi wakil presiden,Belanda,defanoholwijn,saya lebih suka anda menjadi wakil presiden,saya lebih suka anda menjadi wakil presiden,"['lebih', 'suka', 'menjadi', 'wakil', 'presiden']","['lebih', 'suka', 'jadi', 'wakil', 'presiden']",lebih suka jadi wakil presiden,8,positif,FALSE,positif
2025-01-07T02:15:56.000Z,Zo was het vroeger 1 euro voor de grote flessen 😅,Dulu 1 euro untuk botol besar 😅,Belanda,defanoholwijn,dulu euro untuk botol besar,dulu euro untuk botol besar,"['dulu', 'euro', 'botol', 'besar']","['dulu', 'euro', 'botol', 'besar']",dulu euro botol besar,4,positif,TRUE,positif
2025-02-18T03:46:22.000Z,siiii,siiiiiii,Belanda,defanoholwijn,siiiiiii,siiiiiii,['siiiiiii'],['siiiiiii'],siiiiiii,0,netral,FALSE,netral
2025-01-11T22:56:40.000Z,WHAHAHAHAHAHAHAHAHHAHAHAAHAHHAAAHAHAHAAHAAAHAHAH reaalll,WHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH sebenarnya,Belanda,defanoholwijn,whahahahahahahahahahahahahahahahahahahahahahahahah sebenarnya,whahahahahahahahahahahahahahahahahahahahahahahahah sebenarnya,"['whahahahahahahahahahahahahahahahahahahahahahahahah', 'sebenarnya']","['whahahahahahahahahahahahahahahahahahahahahahahahah', 'benar']",whahahahahahahahahahahahahahahahahahahahahahahahah benar,2,positif,FALSE,positif
2025-02-10T13:48:05.000Z,lekker boodschappen doen in Duitsland.,menikmati berbelanja di Jerman.,Belanda,defanoholwijn,menikmati berbelanja di jerman,menikmati berbelanja di jerman,"['menikmati', 'berbelanja', 'jerman']","['nikmat', 'belanja', 'jerman']",nikmat belanja jerman,5,positif,FALSE,positif
2025-02-04T21:01:15.000Z,Ik ga gwn nu alles besparen en dan als het ingaat àlles inleveren en dan ben ik rijk,Saya akan menyimpan semuanya sesekali dan kemudian menyerahkan semuanya ketika mulai berlaku dan kemudian saya akan menjadi kaya,Belanda,defanoholwijn,saya akan menyimpan semuanya sesekali dan kemudian menyerahkan semuanya ketika mulai berlaku dan kemudian saya akan menjadi kaya,saya akan menyimpan semuanya sesekali dan kemudian menyerahkan semuanya ketika mulai berlaku dan kemudian saya akan menjadi kaya,"['menyimpan', 'semuanya', 'sesekali', 'kemudian', 'menyerahkan', 'semuanya', 'mulai', 'berlaku', 'kemudian', 'menjadi', 'kaya']","['simpan', 'semua', 'sekal', 'kemudian', 'serah', 'semua', 'mulai', 'laku', 'kemudian', 'jadi', 'kaya']",simpan semua sekal kemudian serah semua mulai laku kemudian jadi kaya,-3,negatif,FALSE,negatif
2025-01-05T09:57:57.000Z,Mensen moeten protesteren we worden aangepakt op allerlei manieren,"Masyarakat harus protes, kami ditindak dengan berbagai cara",Belanda,defanoholwijn,masyarakat harus protes kami ditindak dengan berbagai cara,masyarakat harus protes kami ditindak dengan berbagai cara,"['masyarakat', 'protes', 'ditindak', 'berbagai', 'cara']","['masyarakat', 'protes', 'tindak', 'bagai', 'cara']",masyarakat protes tindak bagai cara,-3,negatif,FALSE,negatif
2025-02-20T10:24:23.000Z,"ze denken iedereen rijk zijn of zo.
voor je weet wordt er daardoor geen drinken meer gekocht dan maar water uit kraan of thee en koffie😂","mereka pikir semua orang kaya atau semacamnya.
Sebelum Anda menyadarinya, tidak ada minuman yang akan dibeli selain air keran atau teh dan kopi😂",Belanda,defanoholwijn,mereka pikir semua orang kaya atau semacamnya sebelum anda menyadarinya tidak ada minuman yang akan dibeli selain air keran atau teh dan kopi,mereka pikir semua orang kaya atau semacamnya sebelum anda menyadarinya tidak ada minuman yang akan dibeli selain air keran atau teh dan kopi,"['pikir', 'semua', 'orang', 'kaya', 'semacamnya', 'menyadarinya', 'minuman', 'dibeli', 'air', 'keran', 'teh', 'kopi']","['pikir', 'semua', 'orang', 'kaya', 'macam', 'sadar', 'minum', 'beli', 'air', 'keran', 'teh', 'kopi']",pikir semua orang kaya macam sadar minum beli air keran teh kopi,-3,negatif,TRUE,negatif
2025-01-04T19:55:41.000Z,dus je koopt minder flessen dus je moet vaker terug naar de winkel om het in te leveren dus weer meer lucht vervuiling dus doet de recycling te niet want je bevuilt de lucht meer😂,"jadi kamu membeli lebih sedikit botol, jadi kamu harus lebih sering kembali ke toko untuk menyerahkannya, jadi lebih banyak polusi udara, jadi daur ulang dibatalkan karena kamu lebih mencemari udara😂",Belanda,defanoholwijn,jadi kamu membeli lebih sedikit botol jadi kamu harus lebih sering kembali ke toko untuk menyerahkannya jadi lebih banyak polusi udara jadi daur ulang dibatalkan karena kamu lebih mencemari udara,jadi kamu membeli lebih sedikit botol jadi kamu harus lebih sering kembali ke toko untuk menyerahkannya jadi lebih banyak polusi udara jadi daur ulang dibatalkan karena kamu lebih mencemari udara,"['jadi', 'kamu', 'membeli', 'lebih', 'sedikit', 'botol', 'jadi', 'kamu', 'lebih', 'sering', 'toko', 'menyerahkannya', 'jadi', 'lebih', 'banyak', 'polusi', 'udara', 'jadi', 'daur', 'ulang', 'dibatalkan', 'kamu', 'lebih', 'mencemari', 'udara']","['jadi', 'kamu', 'beli', 'lebih', 'sedikit', 'botol', 'jadi', 'kamu', 'lebih', 'sering', 'toko', 'serah', 'jadi', 'lebih', 'banyak', 'polusi', 'udara', 'jadi', 'daur', 'ulang', 'batal', 'kamu', 'lebih', 'cari', 'udara']",jadi kamu beli lebih sedikit botol jadi kamu lebih sering toko serah jadi lebih banyak polusi udara jadi daur ulang batal kamu lebih cari udara,-6,negatif,TRUE,negatif
2025-02-04T15:42:45.000Z,wat moet een toerist met die legen flesjes blikjes bijv op Schiphol,"apa yang harus dilakukan turis dengan botol dan kaleng kosong di Schiphol, misalnya?",Belanda,defanoholwijn,apa yang harus dilakukan turis dengan botol dan kaleng kosong di schiphol misalnya,apa yang harus dilakukan turis dengan botol dan kaleng kosong di schiphol misalnya,"['apa', 'dilakukan', 'turis', 'botol', 'kaleng', 'kosong', 'schiphol', 'misalnya']","['apa', 'laku', 'turis', 'botol', 'kaleng', 'kosong', 'schiphol', 'misal']",apa laku turis botol kaleng kosong schiphol misal,-7,negatif,FALSE,negatif
2025-01-04T18:33:02.000Z,ik ga me vlessen toch maar niet meer weggooien,Saya tidak akan membuang daging saya lagi,Belanda,defanoholwijn,saya tidak akan membuang daging saya lagi,saya tidak akan membuang daging saya lagi,"['membuang', 'daging']","['buang', 'daging']",buang daging,-3,negatif,FALSE,negatif
2025-01-05T11:30:10.000Z,Je zou maar geen geld hebben in deze tijd 😅,Anda tidak akan punya uang hari ini 😅,Belanda,defanoholwijn,anda tidak akan punya uang hari ini,anda tidak akan punya uang hari ini,"['punya', 'uang', 'hari']","['punya', 'uang', 'hari']",punya uang hari,3,positif,TRUE,positif
2025-01-05T10:08:12.000Z,met 50 cent betaal je meer statie geld dan dat het flesje zelf kost😭🙏,Dengan 50 sen Anda membayar deposit lebih banyak daripada biaya botol itu sendiri 😭🙏,Belanda,defanoholwijn,dengan sen anda membayar deposit lebih banyak daripada biaya botol itu sendiri,dengan sen anda membayar deposit lebih banyak daripada biaya botol itu sendiri,"['sen', 'membayar', 'deposit', 'lebih', 'banyak', 'biaya', 'botol', 'sendiri']","['sen', 'bayar', 'deposit', 'lebih', 'banyak', 'biaya', 'botol', 'sendiri']",sen bayar deposit lebih banyak biaya botol sendiri,2,positif,TRUE,positif
2025-02-07T14:37:25.000Z,Nieuwe crypto,Kripto baru,Belanda,defanoholwijn,kripto baru,kripto baru,"['kripto', 'baru']","['kripto', 'baru']",kripto baru,0,netral,FALSE,netral
2025-02-10T12:51:30.000Z,ik ga statiegeld sparen,Saya akan menyimpan deposit,Belanda,defanoholwijn,saya akan menyimpan deposit,saya akan menyimpan deposit,"['menyimpan', 'deposit']","['simpan', 'deposit']",simpan deposit,-3,negatif,FALSE,negatif
